regime,arm,method,lr0,ewc0,seed,avg_acc,bwt,collapse,events_stored,n_nonfinite,losses_available,n_spike,max_excess,worst_window_mean,min_task_acc,max_forget,worst_running_avg_acc,final_task_acc,gate_open_frac
E3,cifar100_cohg_lr0.05_ewc10,cohg,0.05,10,2,0.3849000155925751,-0.07877778675821093,0,0,0,0,NA,NA,NA,0.21900001168251038,0.1820000410079956,0.2900000214576721,0.5410000085830688,0.0006578947368421052
E3,cifar100_cohg_lr0.05_ewc10,cohg,0.05,10,3,0.3931000158190727,-0.050222229626443654,0,0,0,0,NA,NA,NA,0.20900000631809235,0.2030000388622284,0.28600001335144043,0.49900001287460327,0.0006578947368421052
E3,cifar100_cohg_lr0.05_ewc10,cohg,0.05,10,4,0.35400001853704455,-0.07688889073001014,0,0,0,0,NA,NA,NA,0.20000000298023224,0.1340000182390213,0.3170000106096268,0.5800000429153442,0.0006578947368421052
E3,cifar100_cohg_lr0.05_ewc10,cohg,0.05,10,5,0.3939000189304352,-0.08266667856110467,0,0,0,0,NA,NA,NA,0.27900001406669617,0.16899999976158142,0.30800002813339233,0.6000000238418579,0.0006578947368421052
E3,cifar100_cohg_lr0.05_ewc10,cohg,0.05,10,6,0.3869000166654587,-0.0423333379957411,0,0,0,0,NA,NA,NA,0.27400001883506775,0.13300001621246338,0.3397500142455101,0.4870000183582306,0.0006578947368421052
E3,cifar100_cohg_lr0.05_ewc10,cohg,0.05,10,7,0.3956000179052353,-0.07377777828110589,0,0,0,0,NA,NA,NA,0.16100001335144043,0.15000000596046448,0.29350001364946365,0.4960000216960907,0.0006578947368421052
E3,cifar100_cohg_lr0.05_ewc10,cohg,0.05,10,8,0.37390001863241196,-0.08144445386197832,0,0,0,0,NA,NA,NA,0.1810000091791153,0.12800000607967377,0.2540000081062317,0.5670000314712524,0.0006578947368421052
E3,cifar100_cohg_lr0.05_ewc10,cohg,0.05,10,9,0.3820000201463699,-0.05511111352178785,0,0,0,0,NA,NA,NA,0.2990000247955322,0.10300001502037048,0.3150000274181366,0.4930000305175781,0.0006578947368421052
E3,cifar100_cohg_lr0.4_ewc10,cohg,0.4,10,0,0.3262000173330307,-0.08144444227218628,0,0,0,0,NA,NA,NA,0.17900000512599945,0.1379999816417694,0.2600000202655792,0.45600003004074097,0.0006578947368421052
E3,cifar100_cohg_lr0.4_ewc10,cohg,0.4,10,1,0.3311000183224678,-0.09044443898730808,0,0,0,0,NA,NA,NA,0.1300000101327896,0.125,0.2200000137090683,0.46000000834465027,0.0006578947368421052
E3,cifar100_cohg_lr0.4_ewc10,cohg,0.4,10,2,0.3448000133037567,-0.07200000683466594,0,0,0,0,NA,NA,NA,0.16600000858306885,0.1459999978542328,0.2932000130414963,0.5260000228881836,0.0006578947368421052
E3,cifar100_cohg_lr0.4_ewc10,cohg,0.4,10,3,0.29400001764297484,-0.05744444496101803,0,0,0,0,NA,NA,NA,0.15900000929832458,0.12199999392032623,0.19500000774860382,0.4010000228881836,0.0006578947368421052
E3,cifar100_cohg_lr0.4_ewc10,cohg,0.4,10,4,0.23520001396536827,-0.15600000901354683,0,0,0,0,NA,NA,NA,0.11400000751018524,0.2070000022649765,0.23520001396536827,0.5060000419616699,0.0006578947368421052
E3,cifar100_cohg_lr0.4_ewc10,cohg,0.4,10,5,0.29890000969171526,-0.08188889589574602,0,0,0,0,NA,NA,NA,0.1290000081062317,0.13500000536441803,0.17775000631809235,0.5230000019073486,0.0006578947368421052
E3,cifar100_cohg_lr0.4_ewc10,cohg,0.4,10,6,0.29880001544952395,-0.03855555421776242,0,0,0,0,NA,NA,NA,0.15900000929832458,0.12099999189376831,0.22700000802675882,0.4020000100135803,0.0006578947368421052
E3,cifar100_cohg_lr0.4_ewc10,cohg,0.4,10,7,0.3639000177383423,-0.039222228858206004,0,0,0,0,NA,NA,NA,0.1810000091791153,0.10200001299381256,0.24000000953674316,0.4650000333786011,0.0006578947368421052
E3,cifar100_cohg_lr0.4_ewc10,cohg,0.4,10,8,0.3769000232219696,-0.05466666486528185,0,0,0,0,NA,NA,NA,0.1510000079870224,0.1300000101327896,0.2620000094175339,0.5700000524520874,0.0006578947368421052
E3,cifar100_cohg_lr0.4_ewc10,cohg,0.4,10,9,0.3791000172495842,-0.05944444570276472,0,0,0,0,NA,NA,NA,0.1510000079870224,0.11499999463558197,0.26600000262260437,0.4910000264644623,0.0006578947368421052
E3,cifar100_cohg_nogate_lr0.05_ewc1000,cohg_nogate,0.05,1000,0,0.2818000167608261,-0.07111110786596934,0,0,0,0,NA,NA,NA,0.17100000381469727,0.12000000476837158,0.2818000167608261,0.3360000252723694,1.0
E3,cifar100_cohg_nogate_lr0.05_ewc1000,cohg_nogate,0.05,1000,1,0.20400000959634781,-0.07766666511694591,0,0,0,0,NA,NA,NA,0.10400000214576721,0.16599999368190765,0.1944444543785519,0.2980000078678131,1.0
E3,cifar100_cohg_nogate_lr0.05_ewc1000,cohg_nogate,0.05,1000,2,0.3008000135421753,-0.03811111715104845,0,0,0,0,NA,NA,NA,0.2550000250339508,0.06800001859664917,0.27855556706587475,0.39400002360343933,1.0
E3,cifar100_cohg_nogate_lr0.05_ewc1000,cohg_nogate,0.05,1000,3,0.20580001473426818,-0.08222222162617578,0,0,0,0,NA,NA,NA,0.10300000756978989,0.11700000613927841,0.18042858370712825,0.3500000238418579,1.0
E3,cifar100_cohg_nogate_lr0.05_ewc1000,cohg_nogate,0.05,1000,4,0.22710001170635224,-0.10311111311117808,0,0,0,0,NA,NA,NA,0.13600000739097595,0.1730000078678131,0.22710001170635224,0.2900000214576721,1.0
E3,cifar100_cohg_nogate_lr0.05_ewc1000,cohg_nogate,0.05,1000,5,0.19250000715255738,-0.07522222730848524,0,0,0,0,NA,NA,NA,0.12600000202655792,0.14800000190734863,0.17675000708550215,0.29100000858306885,1.0
E3,cifar100_cohg_nogate_lr0.05_ewc1000,cohg_nogate,0.05,1000,6,0.2949000149965286,-0.0584444436762068,0,0,0,0,NA,NA,NA,0.21900001168251038,0.09000000357627869,0.24800001297678267,0.3330000042915344,1.0
E3,cifar100_cohg_nogate_lr0.05_ewc1000,cohg_nogate,0.05,1000,7,0.287600015103817,-0.0644444508685006,0,0,0,0,NA,NA,NA,0.15900000929832458,0.09700001776218414,0.287600015103817,0.33100003004074097,1.0
E3,cifar100_cohg_nogate_lr0.05_ewc1000,cohg_nogate,0.05,1000,8,0.23270001262426376,-0.07177777588367462,0,0,0,0,NA,NA,NA,0.17600001394748688,0.10899999737739563,0.2028571516275406,0.36400002241134644,1.0
E3,cifar100_cohg_nogate_lr0.05_ewc1000,cohg_nogate,0.05,1000,9,0.26200001388788224,-0.08144444392787085,0,2,2,0,NA,NA,NA,0.1940000057220459,0.15400001406669617,0.26200001388788224,0.3370000123977661,1.0
E3,cifar100_cohg_nogate_lr0.05_ewc10,cohg_nogate,0.05,10,0,0.3103000193834305,-0.04433333542611864,0,0,0,0,NA,NA,NA,0.14500001072883606,0.12400001287460327,0.2970000132918358,0.359000027179718,1.0
E3,cifar100_cohg_nogate_lr0.05_ewc10,cohg_nogate,0.05,10,1,0.18830001056194307,-0.0574444399939643,0,0,0,0,NA,NA,NA,0.11400000751018524,0.13899999856948853,0.18830001056194307,0.13500000536441803,1.0
E3,cifar100_cohg_nogate_lr0.05_ewc10,cohg_nogate,0.05,10,2,0.10000000149011612,-0.13700000610616472,1,153,153,0,NA,NA,NA,0.10000000149011612,0.315000019967556,0.10000000149011612,0.10000000149011612,1.0
