regime,arm,dataset,method,lr0,seed,nmse,events_stored,gate_open_frac,n_steps,n_finite,n_nonfinite,n_spike,n_event_unified,first_spike_t,median_loss,max_finite_loss,max_excess,worst_window_mean,worst_window_end_t,first_nonfinite_t,mean_loss_finite
E2-drift,lorenz_drift_hdm_lr0.03,lorenz,hdm,0.03,5,0.001602425987225364,42,,12000,12000,0,42,42,4005,0.00013231440971139818,0.4631025195121765,3500.01576186817,0.06380272842943668,99,,0.0008073806612411186
E2-drift,lorenz_drift_hdm_lr0.03,lorenz,hdm,0.03,6,0.0017434083645791677,182,,12000,12000,0,182,182,3995,9.488139039603993e-05,0.4414657950401306,4652.817514556112,0.06579782042652368,99,,0.0008759379348280373
E2-drift,lorenz_drift_hdm_lr0.03,lorenz,hdm,0.03,7,0.0019256490274239875,162,,12000,12000,0,162,162,4006,0.00010172452311962843,0.4370787739753723,4296.690321775861,0.05668792658485472,99,,0.0009707873337925265
E2-drift,lorenz_drift_hdm_lr0.03,lorenz,hdm,0.03,8,0.0015461199511353344,44,,12000,12000,0,44,44,4033,0.0001102976020774804,0.43621504306793213,3954.8914468830026,0.0607115759793669,99,,0.0007790625681054413
E2-drift,lorenz_drift_hdm_lr0.03,lorenz,hdm,0.03,9,0.0016943999111229933,113,,12000,12000,0,113,113,4008,0.00012775862705893815,0.2142808437347412,1677.2318916349052,0.04891769126988947,99,,0.0008478395775429798
E2-drift,lorenz_drift_tfmd_lr0.03,lorenz,tfmd,0.03,0,0.03334382103172402,36,,12000,12000,0,36,36,7999,0.0019739503040909767,11.035255432128906,5590.442378036842,1.3598925466369838,99,,0.016846284987728135
E2-drift,lorenz_drift_tfmd_lr0.03,lorenz,tfmd,0.03,1,0.002086840511655879,71,,12000,12000,0,71,71,3997,0.0005985748139210045,0.18025006353855133,301.132054584474,0.034661258980631826,99,,0.0010575831232312622
E2-drift,lorenz_drift_tfmd_lr0.03,lorenz,tfmd,0.03,2,0.009371149903769251,45,,12000,12000,0,45,45,3998,0.0037163770757615566,0.2602638304233551,70.03159935540774,0.07886531635187566,99,,0.004728547611842942
E2-drift,lorenz_drift_tfmd_lr0.03,lorenz,tfmd,0.03,3,0.0016173526509710202,45,,12000,12000,0,45,45,8002,0.000244596682023257,0.27929481863975525,1141.8585744069865,0.043254663675907065,99,,0.0008141065277107112
E2-drift,lorenz_drift_tfmd_lr0.03,lorenz,tfmd,0.03,4,0.006746978584058276,0,,12000,12000,0,0,0,,0.002744322642683983,0.3241679072380066,118.12310338297767,0.06102361966855824,102,,0.0034160025994666833
E2-drift,lorenz_drift_tfmd_lr0.03,lorenz,tfmd,0.03,5,0.002465663359308747,0,,12000,12000,0,0,0,,0.0007966291159391403,0.23755136132240295,298.19568048596284,0.04161953079339582,99,,0.0012423219102204483
E2-drift,lorenz_drift_tfmd_lr0.03,lorenz,tfmd,0.03,6,0.0015626210528170486,75,,12000,12000,0,75,75,4004,0.0002690250694286078,0.1501660943031311,558.1862486721939,0.03126159628853202,99,,0.0007851052488518905
E2-drift,lorenz_drift_tfmd_lr0.03,lorenz,tfmd,0.03,7,0.06093445269085502,0,,12000,12000,0,0,0,,0.03365786373615265,0.4370787739753723,12.98593331417812,0.10769636025652289,99,,0.03071919857742431
E2-drift,lorenz_drift_tfmd_lr0.03,lorenz,tfmd,0.03,8,0.0011230567513418309,48,,12000,12000,0,48,48,4033,0.00010485560778761283,0.36402517557144165,3471.6805638929877,0.04608820585301146,99,,0.0005658884850337937
E2-drift,lorenz_drift_tfmd_lr0.03,lorenz,tfmd,0.03,9,0.00193801168874732,89,,12000,12000,0,89,89,4008,0.00040276223444379866,0.22770893573760986,565.3681409630384,0.03127162135206163,99,,0.000969737427790504
E2-drift,mackey_drift_cohg_lr0.003,mackey,cohg,0.003,0,0.014882458291427526,0,0.0006666666666666666,12000,12000,0,0,0,,0.0032478589564561844,0.4265193045139313,131.32322253898505,0.1852393225580454,99,,0.007443516447373744
E2-drift,mackey_drift_cohg_lr0.003,mackey,cohg,0.003,1,0.018453751681658356,0,0.0005,12000,12000,0,0,0,,0.003481765743345022,1.307990550994873,375.66874034961717,0.25779860086739065,99,,0.009274542996815096
E2-drift,mackey_drift_cohg_lr0.003,mackey,cohg,0.003,2,0.017282552413659575,0,0.001,12000,12000,0,0,0,,0.00395566551014781,0.35154086351394653,88.87021984343934,0.16325740255415438,101,,0.008638136484153316
E2-drift,mackey_drift_cohg_lr0.003,mackey,cohg,0.003,3,0.01853978509573445,2,0.0005,12000,12000,0,2,2,4058,0.003910324536263943,1.3124467134475708,335.63626273882807,0.228877684623003,99,,0.009291841789197255
E2-drift,mackey_drift_cohg_lr0.003,mackey,cohg,0.003,4,0.014573340786243212,7,0.0006666666666666666,12000,12000,0,7,7,8000,0.0034627607092261314,0.8284440040588379,239.24379234509138,0.18620085226371885,99,,0.007304774635044547
E2-drift,mackey_drift_cohg_lr0.003,mackey,cohg,0.003,5,0.012602775089928466,0,0.00075,12000,12000,0,0,0,,0.003151879645884037,0.9663148522377014,306.5836772985886,0.16314185742288828,99,,0.006338367147303264
E2-drift,mackey_drift_cohg_lr0.003,mackey,cohg,0.003,6,0.015029626529011004,0,0.0009166666666666666,12000,12000,0,0,0,,0.003645616117864847,1.2813754081726074,351.48391019378073,0.20453133199363946,99,,0.007504876105677492
E2-drift,mackey_drift_cohg_lr0.003,mackey,cohg,0.003,7,0.012604788361545204,28,0.00075,12000,12000,0,28,28,4006,0.00310719246044755,0.864814281463623,278.32658983056945,0.15858848188072444,99,,0.006323718412119585
E2-drift,mackey_drift_cohg_lr0.003,mackey,cohg,0.003,8,0.012680305293578775,28,0.0010833333333333333,12000,12000,0,28,28,3994,0.003294949885457754,0.4373989701271057,132.74829218421925,0.10404241420328617,104,,0.0063374974204246735
E2-drift,mackey_drift_cohg_lr0.003,mackey,cohg,0.003,9,0.013698604322266564,25,0.00075,12000,12000,0,25,25,8014,0.0034792697988450527,1.0135442018508911,291.3094587224418,0.17765459526330232,99,,0.0068775698457514715
E2-drift,mackey_drift_cohg_lr0.03,mackey,cohg,0.03,0,0.00582640966553593,0,0.0003333333333333333,12000,12000,0,0,0,,0.0014113469514995813,0.38045942783355713,269.5718635515613,0.07368186693638563,99,,0.0029141003001859644
E2-drift,mackey_drift_cohg_lr0.03,mackey,cohg,0.03,1,0.00622481955123019,1,0.00025,12000,12000,0,1,1,4221,0.0011987671023234725,1.1302661895751953,942.8571966852381,0.10974144920706749,99,,0.00312848886076002
E2-drift,mackey_drift_cohg_lr0.03,mackey,cohg,0.03,2,0.0068176507500217745,0,0.0005833333333333334,12000,12000,0,0,0,,0.0018822301644831896,0.27846235036849976,147.9427732181511,0.0672051215544343,101,,0.0034075868118549502
E2-drift,mackey_drift_cohg_lr0.03,mackey,cohg,0.03,3,0.0066626660895715345,35,0.00025,12000,12000,0,35,35,3999,0.0013724674936383963,1.2554512023925781,914.7402093031659,0.10231480421498418,99,,0.0033392209714875206
E2-drift,mackey_drift_cohg_lr0.03,mackey,cohg,0.03,4,0.005872028142176218,35,0.0003333333333333333,12000,12000,0,35,35,7997,0.0012216465547680855,0.5173535346984863,423.48871912195546,0.09104153959080577,99,,0.0029433088032722785
E2-drift,mackey_drift_cohg_lr0.03,mackey,cohg,0.03,5,0.005589425861354867,0,0.0003333333333333333,12000,12000,0,0,0,,0.0011316647287458181,0.6885391473770142,608.4303326658386,0.09131563365459443,99,,0.002811113663387611
E2-drift,mackey_drift_cohg_lr0.03,mackey,cohg,0.03,6,0.007377619376581151,1,0.0005,12000,12000,0,1,1,8223,0.001504171988926828,0.6316587924957275,419.93787754709695,0.12737196244299412,99,,0.0036839318175480003
E2-drift,mackey_drift_cohg_lr0.03,mackey,cohg,0.03,7,0.005860729274119545,32,0.0003333333333333333,12000,12000,0,32,32,4006,0.001184028573334217,0.5767911076545715,487.1428955724703,0.08875542571768165,99,,0.0029402795633019802
E2-drift,mackey_drift_cohg_lr0.03,mackey,cohg,0.03,8,0.007214659165748866,64,0.00075,12000,12000,0,64,64,3994,0.0017435215413570404,0.2772887349128723,159.03946600914912,0.06913253784179688,104,,0.003605818850065892
E2-drift,mackey_drift_cohg_lr0.03,mackey,cohg,0.03,9,0.00640354881817397,39,0.00025,12000,12000,0,39,39,8002,0.0013627770822495222,0.8126805424690247,596.3415095941746,0.09889989033341408,99,,0.0032149884193737916
E2-drift,mackey_drift_cohg_nogate_lr0.003,mackey,cohg_nogate,0.003,0,0.0015085386531206474,33,1.0,12000,12000,0,33,33,7999,0.00013281594146974385,0.34233278036117554,2577.4976751503937,0.05257600111886859,99,,0.0007545011755531353
E2-drift,mackey_drift_cohg_nogate_lr0.003,mackey,cohg_nogate,0.003,1,0.002937882845990831,111,1.0,12000,12000,0,111,111,3997,0.0001325853809248656,1.307990550994873,9865.269774622393,0.12768474794458598,99,,0.0014765301519598021
E2-drift,mackey_drift_cohg_nogate_lr0.003,mackey,cohg_nogate,0.003,2,0.001470401836746317,91,1.0,12000,12000,0,91,91,1079,0.00014606345212087035,0.35542619228363037,2433.3684239470685,0.04493551043327898,100,,0.0007349337903541103
E2-drift,mackey_drift_cohg_nogate_lr0.003,mackey,cohg_nogate,0.003,3,0.002726759292270314,178,1.0,12000,12000,0,178,178,149,0.00012746889842674136,1.3124467134475708,10296.211308375408,0.10317470153793692,99,,0.001366607854954509
E2-drift,mackey_drift_cohg_nogate_lr0.003,mackey,cohg_nogate,0.003,4,0.0032144053636064293,107,1.0,12000,12000,0,107,107,4004,0.00012987968511879444,1.0218474864959717,7867.646780644248,0.14028316387208178,99,,0.0016111958892080717
E2-drift,mackey_drift_cohg_nogate_lr0.003,mackey,cohg_nogate,0.003,5,59.82305587421957,298,1.0,12000,12000,0,298,298,1419,0.0009243169333785772,98963.8203125,107066977.50388056,3609.5138845194506,8483,,30.087063309370947
E2-drift,mackey_drift_cohg_nogate_lr0.003,mackey,cohg_nogate,0.003,6,0.0029933519996368347,64,1.0,12000,12000,0,64,64,1507,0.00013305724132806063,1.2227001190185547,9189.279041220418,0.13472148417960852,99,,0.0014946968811629328
E2-drift,mackey_drift_cohg_nogate_lr0.003,mackey,cohg_nogate,0.003,7,0.0044506794484116055,97,1.0,12000,12000,0,97,97,4003,0.0004025598173029721,0.850023090839386,2111.5448047802715,0.13707277374342083,99,,0.002232869189634888
E2-drift,mackey_drift_cohg_nogate_lr0.003,mackey,cohg_nogate,0.003,8,0.0030147572670697824,163,1.0,12000,12000,0,163,163,189,0.00018487365741748363,0.37771958112716675,2043.1227812743296,0.05218051239848137,103,,0.0015067473503919853
E2-drift,mackey_drift_cohg_nogate_lr0.003,mackey,cohg_nogate,0.003,9,0.0033636663842217555,147,1.0,12000,12000,0,147,147,4036,0.0001190838374895975,1.0130800008773804,8507.28379462811,0.12170038850978017,99,,0.0016887742686083887
E2-drift,mackey_drift_cohg_nogate_lr0.03,mackey,cohg_nogate,0.03,0,0.0016318396851807144,33,1.0,12000,12000,0,33,33,7999,0.00012960277672391385,1.0684012174606323,8243.659931272867,0.06188803061377257,99,,0.0008161706418566912
E2-drift,mackey_drift_cohg_nogate_lr0.03,mackey,cohg_nogate,0.03,1,0.0043908471643361365,113,1.0,12000,12000,0,113,113,1708,0.00021288081188686192,1.1302661895751953,5309.38500072937,0.12497096317820251,99,,0.00220676540578764
E2-drift,mackey_drift_cohg_nogate_lr0.03,mackey,cohg_nogate,0.03,2,0.001131419762148632,91,1.0,12000,12000,0,91,91,2146,0.00015379732940346003,0.13476340472698212,876.240213335917,0.02408735021017492,100,,0.0005655043359558173
E2-drift,mackey_drift_cohg_nogate_lr0.03,mackey,cohg_nogate,0.03,3,0.0027054154433688664,133,1.0,12000,12000,0,133,133,3998,0.00013998220674693584,1.2554512023925781,8968.648455887123,0.10105042471550404,99,,0.001355910661532865
E2-drift,mackey_drift_cohg_nogate_lr0.03,mackey,cohg_nogate,0.03,4,0.003203044842367517,138,1.0,12000,12000,0,138,138,4004,0.00013876032608095556,2.1256093978881836,15318.5673306076,0.14153619162738323,99,,0.0016055015155840616
E2-drift,mackey_drift_cohg_nogate_lr0.03,mackey,cohg_nogate,0.03,5,0.0032805977365156763,39,1.0,12000,12000,0,39,39,8002,0.00014298706082627177,0.6885391473770142,4815.394787459714,0.1336758928420022,99,,0.0016499249386165502
E2-drift,mackey_drift_cohg_nogate_lr0.03,mackey,cohg_nogate,0.03,6,0.0021078608133271786,62,1.0,12000,12000,0,62,62,8001,0.000121154727821704,0.6943759918212891,5731.315684544806,0.08558578423224389,99,,0.0010525367494327233
E2-drift,mackey_drift_cohg_nogate_lr0.03,mackey,cohg_nogate,0.03,7,0.0029075303389423397,137,1.0,12000,12000,0,137,137,896,0.00016021786723285913,1.2705795764923096,7930.323867347836,0.10796200609300285,99,,0.001458684002522356
E2-drift,mackey_drift_cohg_nogate_lr0.03,mackey,cohg_nogate,0.03,8,0.00198195124639316,182,1.0,12000,12000,0,182,182,1880,0.00019744347082450986,0.19206002354621887,972.7342349898424,0.029467853950336576,103,,0.0009905606072264466
E2-drift,mackey_drift_cohg_nogate_lr0.03,mackey,cohg_nogate,0.03,9,0.004195483818780879,124,1.0,12000,12000,0,124,124,4078,0.0001426087401341647,0.86142498254776,6040.478176424118,0.16585154979489744,99,,0.002106399478484339
E2-drift,mackey_drift_cohg_ogd_lr0.003,mackey,cohg_ogd,0.003,0,0.04808646891377075,0,0.0006666666666666666,12000,12000,0,0,0,,0.010912028141319752,0.6687978506088257,61.28996754291161,0.41073079392313955,124,,0.024050624920074672
E2-drift,mackey_drift_cohg_ogd_lr0.003,mackey,cohg_ogd,0.003,1,0.05450889047871218,0,0.0005,12000,12000,0,0,0,,0.01345612108707428,1.3206347227096558,98.14379003903547,0.5594157472252845,99,,0.027395244998120082
E2-drift,mackey_drift_cohg_ogd_lr0.003,mackey,cohg_ogd,0.003,2,0.049584988083235255,0,0.001,12000,12000,0,0,0,,0.01269650086760521,0.5694739818572998,44.85282896410442,0.35266571849584577,133,,0.024783485932874705
E2-drift,mackey_drift_cohg_ogd_lr0.003,mackey,cohg_ogd,0.003,3,0.052314418365561804,0,0.0005,12000,12000,0,0,0,,0.012220960110425949,1.3124467134475708,107.39309363491792,0.44000616505742074,99,,0.026219144193775717
E2-drift,mackey_drift_cohg_ogd_lr0.003,mackey,cohg_ogd,0.003,4,0.050498571110410576,0,0.0005833333333333334,12000,12000,0,0,0,,0.011616796255111694,1.0134787559509277,87.2425351787478,0.5165237697958946,99,,0.025312019170067895
E2-drift,mackey_drift_cohg_ogd_lr0.003,mackey,cohg_ogd,0.003,5,0.05082454956946644,0,0.0005833333333333334,12000,12000,0,0,0,,0.011987000703811646,1.1354384422302246,94.72248065099188,0.519237043261528,99,,0.025561406356301934
E2-drift,mackey_drift_cohg_ogd_lr0.003,mackey,cohg_ogd,0.003,6,0.052024117989239234,0,0.0009166666666666666,12000,12000,0,0,0,,0.011773448437452316,1.455648422241211,123.63823819117196,0.4755967593193054,101,,0.025977662140969186
E2-drift,mackey_drift_cohg_ogd_lr0.003,mackey,cohg_ogd,0.003,7,0.05158267012732096,0,0.0005833333333333334,12000,12000,0,0,0,,0.012937700375914574,1.0739902257919312,83.01245156297803,0.49345016330480573,99,,0.025878600373340305
E2-drift,mackey_drift_cohg_ogd_lr0.003,mackey,cohg_ogd,0.003,8,0.053480234087042895,0,0.0011666666666666668,12000,12000,0,0,0,,0.013381225988268852,0.5833539962768555,43.594958846691206,0.3746028709411621,110,,0.026728928318916587
E2-drift,mackey_drift_cohg_ogd_lr0.003,mackey,cohg_ogd,0.003,9,0.05299505163048849,0,0.0005,12000,12000,0,0,0,,0.013904105871915817,1.1497302055358887,82.68997777542597,0.5479045057296753,99,,0.026606883456620076
E2-drift,mackey_drift_cohg_r0_lr0.03,mackey,cohg_r0,0.03,0,0.005826409851035233,0,0.0003333333333333333,12000,12000,0,0,0,,0.0014113470679149032,0.38045942783355713,269.57184131585757,0.07368186650797724,99,,0.0029141003929641254
E2-drift,mackey_drift_cohg_r0_lr0.03,mackey,cohg_r0,0.03,1,0.00622481955123019,1,0.00025,12000,12000,0,1,1,4221,0.0011987671023234725,1.1302661895751953,942.8571966852381,0.10974144920706749,99,,0.00312848886076002
E2-drift,mackey_drift_cohg_r0_lr0.03,mackey,cohg_r0,0.03,2,0.0068176507500217745,0,0.0005833333333333334,12000,12000,0,0,0,,0.0018822301644831896,0.27846235036849976,147.9427732181511,0.0672051215544343,101,,0.0034075868118549502
E2-drift,mackey_drift_cohg_r0_lr0.03,mackey,cohg_r0,0.03,3,0.00666266584073121,35,0.00025,12000,12000,0,35,35,3999,0.0013724665623158216,1.2554512023925781,914.7408300237213,0.10231480453163386,99,,0.0033392208467727565
E2-drift,mackey_drift_cohg_r0_lr0.03,mackey,cohg_r0,0.03,4,0.005872028142176218,35,0.0003333333333333333,12000,12000,0,35,35,7997,0.0012216465547680855,0.5173535346984863,423.48871912195546,0.09104153959080577,99,,0.0029433088032722785
E2-drift,mackey_drift_cohg_r0_lr0.03,mackey,cohg_r0,0.03,5,0.005589425861354867,0,0.0003333333333333333,12000,12000,0,0,0,,0.0011316647287458181,0.6885391473770142,608.4303326658386,0.09131563365459443,99,,0.002811113663387611
E2-drift,mackey_drift_cohg_r0_lr0.03,mackey,cohg_r0,0.03,6,0.007377619376581151,1,0.0005,12000,12000,0,1,1,8223,0.001504171988926828,0.6316587924957275,419.93787754709695,0.12737196244299412,99,,0.0036839318175480003
E2-drift,mackey_drift_cohg_r0_lr0.03,mackey,cohg_r0,0.03,7,0.005860729274119545,32,0.0003333333333333333,12000,12000,0,32,32,4006,0.001184028573334217,0.5767911076545715,487.1428955724703,0.08875542571768165,99,,0.0029402795633019802
E2-drift,mackey_drift_cohg_r0_lr0.03,mackey,cohg_r0,0.03,8,0.007214354110166694,64,0.00075,12000,12000,0,64,64,3994,0.0017435243353247643,0.27708977460861206,158.92509728405878,0.069124356508255,104,,0.003605666386152734
E2-drift,mackey_drift_cohg_r0_lr0.03,mackey,cohg_r0,0.03,9,0.00640354881817397,39,0.00025,12000,12000,0,39,39,8002,0.0013627770822495222,0.8126805424690247,596.3415095941746,0.09889989033341408,99,,0.0032149884193737916
E2-drift,mackey_drift_fixed_lr0.003,mackey,fixed,0.003,0,0.048138808544917665,0,,12000,12000,0,0,0,,0.010930731892585754,0.6689317226409912,61.1973406002871,0.41088435769081116,124,,0.024076802779784582
E2-drift,mackey_drift_fixed_lr0.003,mackey,fixed,0.003,1,0.05548127090600863,0,,12000,12000,0,0,0,,0.013833868317306042,1.320812463760376,95.47672664398951,0.562577114701271,99,,0.027883946929185187
E2-drift,mackey_drift_fixed_lr0.003,mackey,fixed,0.003,2,0.04959964976364998,0,,12000,12000,0,0,0,,0.01270265318453312,0.5694485902786255,44.82910632969118,0.35270134314894674,133,,0.024790814109493416
E2-drift,mackey_drift_fixed_lr0.003,mackey,fixed,0.003,3,0.05297609991656645,0,,12000,12000,0,0,0,,0.012483210302889347,1.3124467134475708,105.13695448548148,0.4415016186237335,99,,0.026550768333700642
E2-drift,mackey_drift_fixed_lr0.003,mackey,fixed,0.003,4,0.05090977440770556,0,,12000,12000,0,0,0,,0.011764861643314362,1.014061689376831,86.19410241454847,0.5179626986384391,99,,0.02551813165038281
E2-drift,mackey_drift_fixed_lr0.003,mackey,fixed,0.003,5,0.051665439900405674,0,,12000,12000,0,0,0,,0.012325203977525234,1.1361700296401978,92.18265529008536,0.5227492393553257,99,,0.025984318896352002
E2-drift,mackey_drift_fixed_lr0.003,mackey,fixed,0.003,6,0.05346187487856786,0,,12000,12000,0,0,0,,0.01237802766263485,1.4561412334442139,117.6391969004739,0.4791370803117752,101,,0.02669558997799565
E2-drift,mackey_drift_fixed_lr0.003,mackey,fixed,0.003,7,0.05205858370659469,0,,12000,12000,0,0,0,,0.013133209198713303,1.0745989084243774,81.8230252914618,0.49490151286125184,99,,0.02611736229531622
E2-drift,mackey_drift_fixed_lr0.003,mackey,fixed,0.003,8,0.0535251773353632,0,,12000,12000,0,0,0,,0.013403483666479588,0.583335280418396,43.52116919254683,0.37474424988031385,110,,0.02675138062033996
E2-drift,mackey_drift_fixed_lr0.003,mackey,fixed,0.003,9,0.05385016576941364,0,,12000,12000,0,0,0,,0.014262126758694649,1.1513375043869019,80.72691568843403,0.550906917154789,99,,0.027036205117804153
E2-drift,mackey_drift_fixed_lr0.03,mackey,fixed,0.03,0,0.009408354693864102,0,,12000,12000,0,0,0,,0.002161710523068905,0.40804523229599,188.7603487800496,0.12788468260318042,99,,0.004705623327487653
E2-drift,mackey_drift_fixed_lr0.03,mackey,fixed,0.03,1,0.010085887009857625,1,,12000,12000,0,1,1,4221,0.0020120558328926563,1.1302661895751953,561.7469312222089,0.16045524969696998,99,,0.005068995960692216
E2-drift,mackey_drift_fixed_lr0.03,mackey,fixed,0.03,2,0.009656045859526566,0,,12000,12000,0,0,0,,0.002312941011041403,0.321098655462265,138.8269972858885,0.11366887986660004,101,,0.004826268715141244
E2-drift,mackey_drift_fixed_lr0.03,mackey,fixed,0.03,3,0.010195005582987615,3,,12000,12000,0,3,3,4058,0.0021904977038502693,1.2554512023925781,573.1351373643778,0.14277754876762627,99,,0.0051095726529698975
E2-drift,mackey_drift_fixed_lr0.03,mackey,fixed,0.03,4,0.009931684296233732,24,,12000,12000,0,24,24,7997,0.0021663843654096127,0.6469743251800537,298.6424456851755,0.14713252352550626,99,,0.004978180130041437
E2-drift,mackey_drift_fixed_lr0.03,mackey,fixed,0.03,5,0.009835942598153888,0,,12000,12000,0,0,0,,0.0021086193155497313,0.6942446231842041,329.24132775631426,0.14307754404842854,99,,0.004946832343038598
E2-drift,mackey_drift_fixed_lr0.03,mackey,fixed,0.03,6,0.01022701099324543,1,,12000,12000,0,1,1,8223,0.002304711611941457,0.9526063203811646,413.32994351458245,0.15708927668631076,99,,0.005106743689708916
E2-drift,mackey_drift_fixed_lr0.03,mackey,fixed,0.03,7,0.01011904470397174,28,,12000,12000,0,28,28,4006,0.0021181281190365553,0.5859543085098267,276.6378026161854,0.14444237191230058,99,,0.005076641310598158
E2-drift,mackey_drift_fixed_lr0.03,mackey,fixed,0.03,8,0.010490037458043975,58,,12000,12000,0,58,58,3994,0.0021654199808835983,0.48230066895484924,222.7284652458258,0.12642541084438563,104,,0.005242822139635488
E2-drift,mackey_drift_fixed_lr0.03,mackey,fixed,0.03,9,0.010328759960769962,26,,12000,12000,0,26,26,8014,0.002285262104123831,0.8126805424690247,355.61808905968195,0.15008578572422265,99,,0.005185693839972373
E2-drift,mackey_drift_fmd_lr0.003,mackey,fmd,0.003,0,0.013680158138534402,0,,12000,12000,0,0,0,,0.0028077377937734127,0.6472134590148926,230.5106482700013,0.349340056180954,102,,0.00684218158807198
E2-drift,mackey_drift_fmd_lr0.003,mackey,fmd,0.003,1,0.011974576039731276,0,,12000,12000,0,0,0,,0.002449836116284132,1.3199365139007568,538.7856375890209,0.32753231439739466,99,,0.006018219073550426
E2-drift,mackey_drift_fmd_lr0.003,mackey,fmd,0.003,2,0.014811146684899398,0,,12000,12000,0,0,0,,0.0033063506707549095,0.5604010820388794,169.4923309241509,0.3102950049936771,107,,0.007402882600249238
E2-drift,mackey_drift_fmd_lr0.003,mackey,fmd,0.003,3,0.014132869433134897,3,,12000,12000,0,3,3,4058,0.003120956476777792,1.3124467134475708,420.5270798273344,0.3302269659563899,99,,0.007083166612879723
E2-drift,mackey_drift_fmd_lr0.003,mackey,fmd,0.003,4,0.013330185419422875,20,,12000,12000,0,20,20,7997,0.0029855200555175543,1.0046226978302002,336.49839195471225,0.3222142996639013,99,,0.006681652598432265
E2-drift,mackey_drift_fmd_lr0.003,mackey,fmd,0.003,5,0.011777650922440572,0,,12000,12000,0,0,0,,0.0025665098801255226,1.1326990127563477,441.33826311276454,0.2999587034061551,99,,0.005923383949319638
E2-drift,mackey_drift_fmd_lr0.003,mackey,fmd,0.003,6,0.01422039000420654,0,,12000,12000,0,0,0,,0.0030330775771290064,1.4538421630859375,479.32903993246623,0.3578355823457241,99,,0.007100792888377327
E2-drift,mackey_drift_fmd_lr0.003,mackey,fmd,0.003,7,0.012561648630543673,28,,12000,12000,0,28,28,4006,0.002553042722865939,1.0591866970062256,414.8722963073751,0.32103297125548125,99,,0.0063020755640948965
E2-drift,mackey_drift_fmd_lr0.003,mackey,fmd,0.003,8,0.01674838596658428,28,,12000,12000,0,28,28,3994,0.003116616513580084,0.5830778479576111,187.08681206589148,0.3404837054014206,106,,0.00837068901437063
E2-drift,mackey_drift_fmd_lr0.003,mackey,fmd,0.003,9,0.012031978704560993,25,,12000,12000,0,25,25,8014,0.002655790653079748,1.134934902191162,427.34351100869026,0.31279012221843006,99,,0.006040817874411005
E2-drift,mackey_drift_fmd_lr0.03,mackey,fmd,0.03,0,0.005365659060903215,0,,12000,12000,0,0,0,,0.0012580323964357376,0.41316530108451843,328.4218294020885,0.09024088637903332,99,,0.0026836541845938577
E2-drift,mackey_drift_fmd_lr0.03,mackey,fmd,0.03,1,0.004579478110802941,20,,12000,12000,0,20,20,3997,0.0008554345113225281,1.1302661895751953,1321.2772861218434,0.10280959864147007,99,,0.002301568124157105
E2-drift,mackey_drift_fmd_lr0.03,mackey,fmd,0.03,2,0.005333280416955559,0,,12000,12000,0,0,0,,0.0011426903074607253,0.3227638006210327,282.4595592643777,0.08561334520578384,101,,0.002665671310998732
E2-drift,mackey_drift_fmd_lr0.03,mackey,fmd,0.03,3,0.0052836184660694585,39,,12000,12000,0,39,39,3999,0.0010385202476754785,1.2554512023925781,1208.884665660257,0.09929632142186165,99,,0.0026480645060170597
E2-drift,mackey_drift_fmd_lr0.03,mackey,fmd,0.03,4,0.004909066870862419,34,,12000,12000,0,34,34,7997,0.0009294438641518354,0.575472354888916,619.1577319347454,0.09903119634836913,99,,0.0024606318953210573
E2-drift,mackey_drift_fmd_lr0.03,mackey,fmd,0.03,5,0.0047778726541069325,0,,12000,12000,0,0,0,,0.0009017871343530715,0.6885391473770142,763.5273571195511,0.09888809906318784,99,,0.0024029557655909834
E2-drift,mackey_drift_fmd_lr0.03,mackey,fmd,0.03,6,0.005348096547954378,25,,12000,12000,0,25,25,8005,0.0010377278085798025,0.8745831251144409,842.7866323745958,0.11116597788408399,99,,0.0026705122656324725
E2-drift,mackey_drift_fmd_lr0.03,mackey,fmd,0.03,7,0.005157443157509871,33,,12000,12000,0,33,33,4006,0.0010067110415548086,0.5767911076545715,572.9460429516598,0.09903111649677157,99,,0.002587446716210252
E2-drift,mackey_drift_fmd_lr0.03,mackey,fmd,0.03,8,0.005875959320917759,64,,12000,12000,0,64,64,3994,0.001089366152882576,0.47032269835472107,431.7397755660008,0.09322642389684915,104,,0.002936749248276707
E2-drift,mackey_drift_fmd_lr0.03,mackey,fmd,0.03,9,0.005221601995596915,62,,12000,12000,0,62,62,7997,0.001050337334163487,0.8126805424690247,773.7328913631945,0.10022003438323736,99,,0.0026215760077878563
E2-drift,mackey_drift_hd_lr0.003,mackey,hd,0.003,0,0.010150391699513456,0,,12000,12000,0,0,0,,0.0034448851365596056,0.8445813655853271,245.16967390930412,0.10774383464828134,99,,0.005076755874809654
E2-drift,mackey_drift_hd_lr0.003,mackey,hd,0.003,1,0.006439539934597934,1,,12000,12000,0,1,1,4221,0.0017122420249506831,1.3804736137390137,806.2374323389095,0.1331470009777695,99,,0.003236403688172383
E2-drift,mackey_drift_hd_lr0.003,mackey,hd,0.003,2,0.009327761292223988,0,,12000,12000,0,0,0,,0.0035848093684762716,0.6093358993530273,169.97721126019775,0.10182966228574514,100,,0.0046621860709735
